Date,SPY,EFA,EEM,IEF,LQD,GLD,VNQ,DBC
2007-03-01,98.26803588867188,41.020957946777344,24.324758529663086,50.6817512512207,50.0287971496582,65.81999969482422,35.88145065307617,20.32901954650879
2007-03-02,96.981201171875,40.46760559082031,24.099384307861328,50.846012115478516,50.1677360534668,63.709999084472656,35.31218338012695,20.142215728759766
2007-03-05,96.05801391601562,39.62919998168945,23.481281280517578,50.87643051147461,50.0936164855957,62.93000030517578,33.93793869018555,19.841711044311523
2007-03-06,97.70158386230469,40.858882904052734,24.512203216552734,50.809513092041016,49.90369415283203,64.1500015258789,35.18321228027344,20.028514862060547
2007-03-07,97.60363006591797,40.870059967041016,24.36269187927246,50.90080642700195,49.95003890991211,64.30000305175781,34.68955612182617,20.30465316772461
2007-03-08,98.42888641357422,41.35074234008789,24.99195671081543,50.894737243652344,50.01491928100586,64.4800033569336,35.2454833984375,20.337141036987305
2007-03-09,98.45683288574219,41.417808532714844,25.036584854125977,50.60869598388672,49.88520050048828,64.25,35.71244430541992,20.069122314453125
2007-03-12,98.60374450683594,41.68611526489258,25.15930938720703,50.74863815307617,49.991764068603516,64.37000274658203,35.890342712402344,19.88231658935547
2007-03-13,96.68746948242188,40.691192626953125,24.42740249633789,50.97384262084961,50.019527435302734,63.720001220703125,35.045345306396484,19.72800064086914
2007-03-14,97.40784454345703,40.70795822143555,24.628238677978516,50.90686798095703,49.97319412231445,63.939998626708984,35.21434783935547,19.768613815307617
2007-03-15,97.54069519042969,40.89240264892578,24.829055786132812,50.85210037231445,49.98243713378906,63.97999954223633,35.53011703491211,19.646785736083984
2007-03-16,97.2675552368164,40.94271469116211,24.617082595825195,50.846012115478516,49.787940979003906,64.62000274658203,35.13429641723633,19.69551658630371
2007-03-19,98.44017791748047,41.574317932128906,25.15708351135254,50.77911376953125,49.69533157348633,64.73999786376953,35.48564910888672,19.792980194091797
2007-03-20,98.98080444335938,41.926456451416016,25.322208404541016,50.85210037231445,49.829586029052734,65.2699966430664,35.62794494628906,19.81734275817871
2007-03-21,100.60973358154297,42.82076644897461,26.080890655517578,50.9251708984375,49.97786331176758,65.81999969482422,36.05936813354492,19.849830627441406
2007-03-22,100.53252410888672,42.6586799621582,25.96932029724121,50.75476837158203,49.83887481689453,65.76000213623047,36.09492874145508,20.174705505371094
2007-03-23,100.67997741699219,42.759281158447266,26.08981704711914,50.67561340332031,49.70916748046875,65.1500015258789,36.117164611816406,20.182828903198242
2007-03-26,100.54655456542969,42.77605056762695,26.074201583862305,50.71825408935547,49.8018798828125,65.83999633789062,35.53879165649414,20.272167205810547
2007-03-27,100.30781555175781,42.58600997924805,25.958162307739258,50.70607376098633,49.792579650878906,65.69999694824219,35.16752624511719,20.32901954650879
2007-03-28,99.57764434814453,42.21151351928711,25.49402618408203,50.700016021728516,49.76015853881836,66.05000305175781,34.934932708740234,20.52394676208496
2007-03-29,99.68293762207031,42.58042907714844,26.000558853149414,50.62694549560547,49.69990158081055,65.6500015258789,34.99305725097656,20.921918869018555
2007-03-30,99.7040023803711,42.64751434326172,25.996103286743164,50.56608200073242,49.681434631347656,65.73999786376953,35.49405288696289,20.613285064697266
2007-04-02,99.81634521484375,42.759281158447266,26.174610137939453,50.62229537963867,49.710289001464844,65.8499984741211,35.71773147583008,20.410236358642578
2007-04-03,100.89060974121094,43.11700439453125,26.603044509887695,50.57954788208008,49.682373046875,65.83000183105469,36.030826568603516,20.32901954650879
2007-04-04,101.00297546386719,43.29585647583008,26.77039909362793,50.658939361572266,49.72425079345703,66.80999755859375,35.8519172668457,20.556432723999023
2007-04-05,101.27678680419922,43.45237350463867,26.79494857788086,50.530662536621094,49.62189483642578,66.86000061035156,35.81611251831055,20.5970401763916
2007-04-09,101.41719818115234,43.418846130371094,26.948923110961914,50.29853439331055,49.45901107788086,66.52999877929688,35.88322830200195,20.3858699798584
2007-04-10,101.53658294677734,43.74302291870117,27.07610511779785,50.4023551940918,49.56138610839844,67.16000366210938,36.030826568603516,20.67013931274414
2007-04-11,101.12232208251953,43.53062438964844,26.826183319091797,50.341243743896484,49.468318939208984,67.08000183105469,35.49405288696289,20.637651443481445
2007-04-12,101.5716781616211,43.82128143310547,27.27469825744629,50.39011001586914,49.542816162109375,66.98999786376953,35.25251007080078,20.759479522705078
2007-04-13,102.03508758544922,43.966609954833984,27.408578872680664,50.304603576660156,49.45901107788086,67.83999633789062,35.65061569213867,20.87318992614746
2007-04-16,103.00402069091797,44.43053436279297,27.734373092651367,50.35960006713867,49.500911712646484,68.4000015258789,35.695350646972656,20.710750579833984
2007-04-17,103.27789306640625,44.436119079589844,27.584875106811523,50.573402404785156,49.7707405090332,68.0,36.16055679321289,20.49958038330078
2007-04-18,103.40426635742188,44.419342041015625,27.379581451416016,50.68952178955078,49.784706115722656,68.37999725341797,35.936920166015625,20.50770378112793
2007-04-19,103.37615203857422,44.25166702270508,27.158674240112305,50.68337631225586,49.81729507446289,67.52999877929688,35.695350646972656,20.45085334777832
2007-04-20,104.35216522216797,44.76031494140625,27.48222541809082,50.628414154052734,49.803321838378906,68.69999694824219,35.9637336730957,20.7351131439209
2007-04-23,103.958984375,44.32433319091797,27.372880935668945,50.732242584228516,49.94755554199219,68.26000213623047,36.36631393432617,20.87318992614746
2007-04-24,104.00111389160156,44.296390533447266,27.368431091308594,50.83003616333008,50.073211669921875,67.7300033569336,36.12028121948242,20.58892059326172
2007-04-25,104.95598602294922,44.71000289916992,27.70759391784668,50.79951858520508,50.00340270996094,67.88999938964844,36.09791946411133,20.995012283325195
2007-04-26,105.07537078857422,44.50319290161133,27.633968353271484,50.652854919433594,49.89638137817383,66.87000274658203,36.12028121948242,20.84882164001465
2007-04-27,104.99110412597656,44.408164978027344,27.495609283447266,50.652854919433594,49.88242721557617,67.55999755859375,36.030826568603516,20.954402923583984
2007-04-30,104.12047576904297,44.24607849121094,26.964536666870117,50.87275695800781,50.124359130859375,67.08999633789062,35.4493408203125,20.767601013183594
2007-05-01,104.38729858398438,44.20136260986328,27.071651458740234,50.87523651123047,50.096343994140625,66.69000244140625,35.140682220458984,20.808208465576172
2007-05-02,104.9981689453125,44.53671646118164,27.609432220458984,50.81392288208008,50.08230972290039,66.66000366210938,35.41802215576172,20.64577293395996
2007-05-03,105.56688690185547,44.598209381103516,27.84149169921875,50.7586784362793,50.01220703125,67.48999786376953,35.51197052001953,20.743236541748047
2007-05-04,105.96708679199219,45.017417907714844,27.832555770874023,50.88746643066406,50.13369369506836,68.19000244140625,35.20330810546875,20.702625274658203
2007-05-07,105.98816680908203,45.084495544433594,28.0132999420166,50.930442810058594,50.19450759887695,68.25,35.301719665527344,20.605165481567383
2007-05-08,105.84772491455078,44.71560287475586,27.649580001831055,50.930442810058594,50.166446685791016,67.87999725341797,35.069114685058594,20.47521209716797
2007-05-09,106.13558197021484,44.96152877807617,28.095867156982422,50.76485824584961,50.08699417114258,67.44999694824219,35.4493408203125,20.369630813598633
2007-05-10,105.0262451171875,44.07279586791992,27.408578872680664,50.89363479614258,50.1103401184082,66.0,34.97517776489258,20.288414001464844
2007-05-11,105.92496490478516,44.81620407104492,28.104787826538086,50.78940963745117,50.05895233154297,66.44999694824219,35.4493408203125,20.58892059326172
2007-05-14,105.69325256347656,44.64851760864258,27.825868606567383,50.71580505371094,50.00749969482422,66.27999877929688,35.248043060302734,20.51582145690918
2007-05-15,105.72134399414062,44.72677993774414,27.859336853027344,50.709659576416016,49.895381927490234,66.54000091552734,34.71126174926758,20.718868255615234
2007-05-16,106.44454193115234,44.793846130371094,28.263233184814453,50.679012298583984,50.01220703125,65.5999984741211,34.28185272216797,20.51582145690918
2007-05-17,106.23390197753906,44.56467056274414,28.16058349609375,50.54408645629883,49.862640380859375,65.05999755859375,33.68692398071289,20.686382293701172
2007-05-18,107.16072845458984,44.905635833740234,28.30561637878418,50.39686584472656,49.722434997558594,65.5199966430664,33.34696578979492,20.653894424438477
2007-05-21,107.10455322265625,44.69882583618164,28.356945037841797,50.4643440246582,49.7878532409668,65.66999816894531,33.48116683959961,20.85694122314453
2007-05-22,107.02027893066406,44.73794937133789,28.361398696899414,50.32330322265625,49.62897491455078,65.19999694824219,33.97766876220703,20.556432723999023
2007-05-23,107.03436279296875,44.96712112426758,28.316795349121094,50.22517776489258,49.58222961425781,65.54000091552734,33.71824264526367,20.653894424438477
2007-05-24,106.06536865234375,44.53671646118164,27.63619041442871,50.29264831542969,49.64299011230469,64.75,33.15463638305664,20.540189743041992
2007-05-25,106.50769805908203,44.82178497314453,28.060171127319336,50.23746109008789,49.610294342041016,64.94000244140625,33.34250259399414,20.791967391967773
2007-05-29,106.89392852783203,44.877681732177734,27.96421241760254,50.133174896240234,49.512123107910156,65.06999969482422,34.53233337402344,20.337141036987305
2007-05-30,107.7645492553711,45.06771469116211,28.249849319458008,50.182273864746094,49.549537658691406,64.72000122070312,35.458290100097656,20.532066345214844
2007-05-31,107.6522445678711,45.291290283203125,28.330162048339844,50.16389846801758,49.50743865966797,65.54000091552734,35.31514358520508,20.718868255615234
2007-06-01,108.18583679199219,45.58755111694336,29.037527084350586,49.94777297973633,49.3177375793457,66.44000244140625,35.36433792114258,20.87318992614746
2007-06-04,108.19987487792969,45.71050262451172,28.908109664916992,50.02778625488281,49.3975944519043,66.54000091552734,35.50748062133789,21.059988021850586
2007-06-05,107.77159881591797,45.47574996948242,28.80769920349121,49.867698669433594,49.23794174194336,66.37000274658203,34.94386291503906,20.978769302368164
2007-06-06,106.61304473876953,44.82178497314453,28.082477569580078,49.892333984375,49.28017044067383,66.41000366210938,34.706790924072266,20.970645904541016
2007-06-07,104.68919372558594,44.056026458740234,27.649580001831055,49.3935546875,48.754295349121094,65.26000213623047,33.61536407470703,21.07623291015625
2007-06-08,106.05135345458984,44.53671646118164,28.138259887695312,49.4859504699707,48.77777862548828,64.22000122070312,34.0179443359375,20.702625274658203
2007-06-11,106.23390197753906,44.68765640258789,28.37926483154297,49.356632232666016,48.62750244140625,64.69999694824219,33.50800323486328,21.100595474243164
2007-06-12,105.07537078857422,43.89393615722656,27.8861083984375,49.005672454833984,48.364566802978516,64.0999984741211,32.92649841308594,21.043745040893555
2007-06-13,106.64823913574219,44.464054107666016,28.443965911865234,49.16579055786133,48.57583236694336,64.52999877929688,33.65562438964844,21.311763763427734
2007-06-14,107.32923889160156,44.793846130371094,28.89025115966797,49.17808151245117,48.56175231933594,64.5999984741211,33.293296813964844,21.514812469482422
2007-06-15,107.93990325927734,45.157161712646484,29.548524856567383,49.3935546875,48.754295349121094,64.8499984741211,33.66008377075195,21.64476203918457
2007-06-18,107.81304168701172,45.40869140625,29.57530975341797,49.368980407714844,48.74956130981445,64.94999694824219,33.14119338989258,21.64476203918457
2007-06-19,108.08097076416016,45.45338821411133,29.6087703704834,49.609092712402344,49.06421661376953,65.4800033569336,33.20384216308594,21.433591842651367
2007-06-20,106.57892608642578,44.91682052612305,29.35662078857422,49.44900894165039,48.829429626464844,64.70999908447266,32.206329345703125,21.457962036132812
2007-06-21,107.17132568359375,45.3248405456543,29.72258186340332,49.387420654296875,48.70265197753906,64.55999755859375,32.385257720947266,21.360498428344727
2007-06-22,106.16291046142578,44.69882583618164,29.329849243164062,49.53520202636719,48.8341178894043,64.77999877929688,32.26448440551758,21.311763763427734
2007-06-25,105.65520477294922,44.68765640258789,29.106704711914062,49.695308685302734,48.89045715332031,64.43000030517578,31.735471725463867,21.230545043945312
2007-06-26,104.5692367553711,44.464054107666016,28.852312088012695,49.70759582519531,48.881046295166016,63.619998931884766,31.613195419311523,20.98689079284668
2007-06-27,106.05712127685547,44.78267288208008,29.26290512084961,49.70145034790039,48.881046295166016,63.66999816894531,32.42389678955078,20.954402923583984
2007-06-28,106.04299926757812,44.81620407104492,29.269590377807617,49.670677185058594,48.829429626464844,64.26000213623047,32.25632858276367,20.889427185058594
2007-06-29,106.07823944091797,45.145973205566406,29.372243881225586,49.92927551269531,49.106468200683594,64.2699966430664,32.1340446472168,20.87318992614746
2007-07-02,107.03729248046875,45.799949645996094,29.96803855895996,50.00532531738281,48.9847526550293,65.0199966430664,32.8768196105957,21.003135681152344
2007-07-03,107.42513275146484,46.01792907714844,30.206796646118164,49.85696029663086,48.99420928955078,64.73999786376953,32.78624725341797,21.027502059936523
2007-07-05,107.31234741210938,45.78877258300781,30.340681076049805,49.57880401611328,48.67816925048828,64.41999816894531,33.2799186706543,21.22242546081543
2007-07-06,107.87646484375,46.11854553222656,30.860591888427734,49.461368560791016,48.583831787109375,64.95999908447266,33.23914337158203,21.401105880737305
2007-07-09,107.9610595703125,46.2303352355957,31.159622192382812,49.640625,48.68287658691406,65.37999725341797,33.216514587402344,21.352375030517578
2007-07-10,106.42379760742188,45.66579818725586,30.54597282409668,49.98053741455078,49.01775360107422,65.61000061035156,32.37409591674805,21.506689071655273
2007-07-11,107.17835235595703,46.09619140625,30.79813003540039,49.807498931884766,48.796058654785156,65.44000244140625,32.310672760009766,21.555423736572266
2007-07-12,108.8707504272461,46.73897171020508,31.4742431640625,49.66536331176758,48.60268020629883,66.0199966430664,32.72736358642578,21.612276077270508
2007-07-13,109.19512939453125,46.7054328918457,31.86474609375,49.776607513427734,48.81496047973633,66.02999877929688,33.03987503051758,21.64476203918457
2007-07-16,109.18096923828125,46.5992317199707,31.552337646484375,49.97439193725586,48.94232940673828,65.81999969482422,32.763580322265625,21.26303482055664
2007-07-17,109.12458801269531,46.442726135253906,31.527801513671875,49.869319915771484,48.83854293823242,65.75,32.64584732055664,21.133089065551758
2007-07-18,108.92713928222656,46.28062438964844,31.14177703857422,50.04860305786133,48.980079650878906,66.62000274658203,32.573368072509766,21.376739501953125
2007-07-19,109.35028839111328,46.54332733154297,31.45193862915039,50.04236602783203,48.876277923583984,67.01000213623047,32.69566345214844,21.44983673095703
2007-07-20,108.24312591552734,46.06264877319336,31.235485076904297,50.28962707519531,49.01308059692383,67.58000183105469,32.12498474121094,21.441715240478516
2007-07-23,108.57454681396484,46.34211730957031,32.13920593261719,50.27109909057617,48.956485748291016,67.47000122070312,31.567899703979492,21.344257354736328
2007-07-24,106.69178771972656,45.64344787597656,31.039113998413086,50.40705490112305,48.89507293701172,67.47000122070312,30.929296493530273,21.18181610107422
2007-07-25,106.91036224365234,45.520477294921875,31.217647552490234,50.475074768066406,48.93288040161133,66.9000015258789,30.594161987304688,21.368621826171875
2007-07-26,104.37882232666016,44.0057373046875,29.626619338989258,50.8768310546875,48.829105377197266,65.6500015258789,30.03253936767578,21.141206741333008
2007-07-27,102.32675170898438,43.396484375,29.242826461791992,50.9757080078125,48.64982604980469,65.41000366210938,29.0361385345459,21.344257354736328
2007-07-30,103.9275131225586,44.16781234741211,30.200098037719727,50.8459358215332,48.72533416748047,65.7699966430664,29.597742080688477,21.100595474243164
2007-07-31,102.7569351196289,44.111915588378906,29.58200454711914,51.05612564086914,48.70180130004883,65.79000091552734,29.479976654052734,21.27115821838379
2007-08-01,103.25759887695312,44.18459701538086,29.465970993041992,50.914615631103516,48.85908889770508,65.93000030517578,29.86949348449707,21.238670349121094
2007-08-02,104.08264923095703,44.318748474121094,29.791757583618164,50.95186233520508,48.792762756347656,65.88999938964844,30.363162994384766,21.27115821838379
2007-08-03,101.40306091308594,43.51945495605469,28.506452560424805,51.280723571777344,49.034423828125,66.69000244140625,29.190126419067383,21.035625457763672
2007-08-06,103.10247802734375,43.99453353881836,29.015222549438477,51.07594299316406,48.86384582519531,66.5199966430664,30.209163665771484,20.743236541748047
2007-08-07,104.2025146484375,44.145477294921875,29.231666564941406,51.069725036621094,48.996524810791016,66.4800033569336,30.376745223999023,20.85694122314453
2007-08-08,105.65520477294922,44.86091613769531,30.21349334716797,50.71604919433594,49.0486946105957,66.7699966430664,31.57695960998535,20.824453353881836
2007-08-09,102.5242691040039,43.58094024658203,28.96389389038086,51.00148010253906,49.00602722167969,65.45999908447266,31.22822380065918,20.662019729614258
2007-08-10,102.04478454589844,42.831939697265625,28.461824417114258,50.92700958251953,48.78801345825195,66.56999969482422,30.286170959472656,20.7351131439209
2007-08-13,102.41142272949219,42.915794372558594,28.74297523498535,51.007686614990234,48.958641052246094,66.26000213623047,30.141233444213867,20.58892059326172
2007-08-14,100.84591674804688,42.502166748046875,27.99992561340332,51.193870544433594,49.26667785644531,66.29000091552734,29.27617645263672,20.653894424438477
2007-08-15,99.45673370361328,41.507240295410156,26.899824142456055,51.286930084228516,49.13395690917969,66.12999725341797,28.782501220703125,20.808208465576172
2007-08-16,100.2042007446289,41.32838821411133,26.44239044189453,51.48545455932617,48.655330657958984,64.68000030517578,29.93741798400879,20.45085334777832
2007-08-17,102.04478454589844,41.70846939086914,27.279163360595703,51.522708892822266,48.7406005859375,65.01000213623047,30.616796493530273,20.43460464477539
2007-08-20,101.99537658691406,41.842613220214844,27.334959030151367,51.63439178466797,49.091304779052734,65.12000274658203,31.178396224975586,20.491456985473633
2007-08-21,102.19985961914062,41.814666748046875,27.234542846679688,51.857810974121094,49.19086837768555,65.06999969482422,31.32332992553711,20.45897102355957
2007-08-22,103.41272735595703,42.80399703979492,28.406034469604492,51.69027328491211,49.29038619995117,65.4000015258789,31.703781127929688,20.50770378112793
2007-08-23,103.32109832763672,42.99405288696289,28.55107879638672,51.70890426635742,49.314056396484375,65.30999755859375,31.160282135009766,20.572673797607422
2007-08-24,104.59744262695312,43.74302291870117,29.231666564941406,51.727508544921875,49.42306900024414,66.11000061035156,31.327857971191406,20.81633186340332
2007-08-27,103.62430572509766,43.27910614013672,29.365549087524414,51.87023162841797,49.29038619995117,65.9800033569336,30.648494720458984,20.840696334838867
2007-08-28,101.34662628173828,42.40715408325195,28.171728134155273,52.13706588745117,49.71220016479492,65.58999633789062,29.710966110229492,20.62140655517578
2007-08-29,103.33515930175781,43.37971115112305,29.287439346313477,51.9384880065918,49.484683990478516,66.06999969482422,30.79794692993164,20.81633186340332
2007-08-30,103.06016540527344,43.077880859375,29.1379337310791,52.199119567871094,49.63163375854492,65.80000305175781,30.956464767456055,20.85694122314453
2007-08-31,104.07563018798828,43.83246612548828,29.889925003051758,52.211544036865234,49.86383819580078,66.5199966430664,31.468265533447266,20.86506462097168
2007-09-04,105.12629699707031,44.23490524291992,30.394229888916016,52.114288330078125,49.75337600708008,67.44000244140625,31.884944915771484,21.100595474243164
2007-09-05,104.21662902832031,43.59211349487305,29.934566497802734,52.438270568847656,49.94861602783203,67.55999755859375,31.119525909423828,21.141206741333008
2007-09-06,104.4564208984375,43.75421142578125,30.16885757446289,52.326168060302734,49.8343391418457,68.86000061035156,31.39580535888672,21.059988021850586
2007-09-07,103.00373840332031,43.22319793701172,29.48828125,52.886817932128906,50.10573196411133,69.38999938964844,30.639434814453125,21.198060989379883
2007-09-10,102.80632019042969,43.044349670410156,29.510595321655273,53.005245208740234,50.25334548950195,69.62000274658203,30.322391510009766,21.344257354736328
2007-09-11,104.00505828857422,43.78773498535156,30.106374740600586,52.893089294433594,49.962890625,70.5199966430664,30.95195198059082,21.392982482910156
2007-09-12,104.27305603027344,43.83246612548828,30.21349334716797,52.76223373413086,49.7581672668457,70.45999908447266,30.770774841308594,21.620399475097656
2007-09-13,105.00643157958984,44.01691436767578,30.54821014404297,52.450748443603516,49.686744689941406,70.08000183105469,31.4637393951416,21.457962036132812
2007-09-14,104.99938201904297,43.759796142578125,30.608449935913086,52.51930618286133,49.82483673095703,69.98999786376953,31.66753387451172,21.474206924438477
2007-09-17,104.43523406982422,43.14496612548828,30.414318084716797,52.55042266845703,49.80571746826172,70.97000122070312,31.436565399169922,21.725982666015625
2007-09-18,107.50978088378906,44.54791259765625,31.887042999267578,52.49436569213867,49.92481231689453,71.69999694824219,32.55524826049805,21.807199478149414
2007-09-19,108.14444732666016,44.95033645629883,32.0320930480957,52.30742263793945,49.648624420166016,71.43000030517578,33.166683197021484,21.993999481201172
2007-09-20,107.38282012939453,44.91123580932617,31.93169403076172,51.71560287475586,49.558170318603516,72.72000122070312,32.306148529052734,22.335121154785156
2007-09-21,107.67259216308594,45.10685729980469,32.35566329956055,51.97722244262695,49.79151153564453,72.33999633789062,32.537132263183594,22.489437103271484
2007-09-24,107.47423553466797,45.20745849609375,32.75730895996094,52.04582595825195,50.03908157348633,72.27999877929688,33.15400314331055,22.448823928833008
2007-09-25,107.26168060302734,45.26335906982422,32.634578704833984,52.052040100097656,50.01051330566406,72.33000183105469,32.330291748046875,22.286386489868164
2007-09-26,107.8284912109375,45.486942291259766,33.0697021484375,52.07072448730469,50.13435363769531,72.0,32.80162811279297,22.318880081176758
2007-09-27,108.46614074707031,46.09060287475586,33.560630798339844,52.23897933959961,50.26287078857422,72.69999694824219,33.05331802368164,22.903654098510742
2007-09-28,108.10480499267578,46.16325759887695,33.34864807128906,52.25764465332031,50.229522705078125,73.51000213623047,32.70095443725586,22.830554962158203
2007-10-01,109.32344818115234,46.7557487487793,34.39741134643555,52.32012176513672,49.90574264526367,73.9000015258789,33.49720764160156,22.59501838684082
2007-10-02,109.17465209960938,46.63836669921875,34.631710052490234,52.43274688720703,49.85790252685547,72.3499984741211,34.105812072753906,22.14019775390625
2007-10-03,108.95507049560547,46.42595291137695,33.58294677734375,52.395179748535156,50.082637786865234,71.9000015258789,33.941070556640625,22.164562225341797
2007-10-04,109.12512969970703,46.588050842285156,33.917659759521484,52.488983154296875,50.479705810546875,72.87000274658203,34.28886795043945,22.47319221496582
2007-10-05,110.421630859375,47.06315612792969,35.04898452758789,52.02629852294922,50.274017333984375,73.4000015258789,35.09427261352539,22.53816795349121
2007-10-08,109.8335952758789,46.6271858215332,34.67633819580078,52.213836669921875,50.45100784301758,72.52999877929688,34.43073272705078,22.067100524902344
2007-10-09,110.86793518066406,47.147003173828125,35.21634292602539,52.05126953125,50.23101806640625,73.08999633789062,34.815147399902344,22.221416473388672
2007-10-10,110.68383026123047,47.057579040527344,35.263206481933594,52.1013298034668,50.40796661376953,73.36000061035156,34.57258987426758,22.481313705444336
2007-10-11,110.15245056152344,47.27554702758789,34.95302963256836,52.1075325012207,50.51319122314453,73.91000366210938,34.435306549072266,22.733091354370117
