Trend Lookback,Strategy,CAGR,Annualized Volatility,Sharpe Ratio,Maximum Drawdown
9,Trend + Equal Weight,0.07238175453435036,0.06909443632308467,1.0487135372508416,-0.11007884663792589
12,Trend + Equal Weight,0.069580968546741,0.06882601794052089,1.0140553638485548,-0.09517399007866167
15,Trend + Equal Weight,0.06583734377474149,0.07121134931908286,0.9331755636893421,-0.10727299280066971
9,Trend + Inverse Volatility,0.057217773216043044,0.05620936845294437,1.0200843927357348,-0.07307363124661237
12,Trend + Inverse Volatility,0.0561737033219738,0.05714959820428455,0.9867024752626568,-0.08224669712846222
15,Trend + Inverse Volatility,0.052110591640489146,0.05788249163416795,0.9081716737548299,-0.09433729670019653
